record_month,company_name,is_irdai_registered,claim_settlement_ratio,solvency_ratio,avg_claim_payout_days,complaint_resolution_rate,customer_retention_rate,total_assets_cr,legal_dispute_count,premium_to_payout_ratio,digital_success_rate,grievance_disposal_days,transparency_score,hidden_charges_flag,physical_branch_rating,online_tracking_available,agent_rating,final_safety_grade,is_fake_company
January 2024,Beta Shield General,1,99.31943301891575,2.4936578548640833,10,97.81249675378622,93.48638593700694,73289,3,1.1372671663213112,99.49105511038434,1,0.9869954380223687,0,4.763818368507269,1,4.573302410846013,A,0
February 2024,Beta Shield General,1,97.23599582010948,2.530592442045177,10,98.31691426211691,94.13583607190758,85257,3,1.2104218498053467,99.84731832789888,1,0.9619118076201989,0,4.983858362864507,1,4.756663084346196,A,0
March 2024,Beta Shield General,1,96.66102171207577,2.20907391908875,9,97.23536914402679,96.54707666278621,59823,7,1.245580133750854,99.3474923740207,1,0.9688864443088148,0,4.934388815141361,1,4.616614036212264,A,0
April 2024,Beta Shield General,1,98.17152492358757,2.2012130357497597,5,97.07605223024638,92.08636093177853,59540,4,1.1612010077285169,99.86507150744153,1,0.9767163736765282,0,4.7340393806052345,1,4.790652708613391,A,0
May 2024,Beta Shield General,1,99.65100361922705,2.4386361431734205,12,99.88794524403377,92.6964358430415,66364,6,1.1145372776555167,99.81481557776046,1,0.9748280595341539,0,4.979278731706188,1,4.931569260994502,A,0
June 2024,Beta Shield General,1,98.7145162070324,2.319971144622212,9,99.50794036153661,92.27601585213051,54611,0,1.0586801566596347,99.17621202131036,2,0.9694809043109601,0,4.992274462560323,1,4.940179984319208,A,0
July 2024,Beta Shield General,1,98.22323856334853,2.3615735018061628,9,99.0879226182811,92.24437281391383,77663,6,1.2349286660447192,99.06242517078765,1,0.9648817587254656,0,4.998779372609099,1,4.618342596841039,A+,0
August 2024,Beta Shield General,1,96.378988325706,2.436634135548881,11,98.22685883324282,97.13276350406605,88646,0,1.2338231430557318,99.09070020123968,1,0.9549992443580931,0,4.716761346403205,1,4.953846853174273,A,0
September 2024,Beta Shield General,1,98.39852818412676,2.5120042734540533,8,97.51988296021254,96.22194715628014,80977,2,1.1005980335978482,99.0163996430864,3,0.9526742648373684,0,4.921110667037302,1,4.795944369410642,A,0
October 2024,Beta Shield General,1,99.86121001540663,2.0703961254812286,10,97.46931112801326,94.84504297452395,79168,4,1.1890822246213295,99.08499866468034,1,0.9979270748441599,0,4.863774731049497,1,4.675109123350157,A,0
November 2024,Beta Shield General,1,96.54632765942245,2.1004663621119555,8,97.75072869449379,92.58700496390601,75471,3,1.0650869094179538,99.61470609607473,3,0.9923571572047795,0,4.911749445163609,1,4.8540905977916,A,0
December 2024,Beta Shield General,1,98.02148564421857,1.8751855518726952,7,98.64767999411836,94.949695250701,72687,5,1.0832430863818505,99.0640697836142,2,0.967745259523136,0,4.99059558319224,1,4.740833493982057,A,0
January 2025,Beta Shield General,1,99.42175498051903,2.262624112796939,11,99.14378776810018,94.84083062468339,50851,0,1.0933618213172982,99.28707806726439,1,0.9978400442563228,0,4.906409003052512,1,4.688993795061127,A,0
February 2025,Beta Shield General,1,98.8889976092414,1.8287538190373938,12,98.9805921301532,93.03921121946009,68071,6,1.108898789367886,99.76038777987252,3,0.9838384952212151,0,4.951089162271212,1,4.85254218214833,A,0
March 2025,Beta Shield General,1,98.71836138988155,2.172478414505968,8,97.83980169083783,94.60310989542783,56833,3,1.249166275005874,99.02094474216224,3,0.974126047482132,0,4.960060611593253,1,4.624362077215144,A,0
April 2025,Beta Shield General,1,98.73968792754972,2.2341157077660614,6,99.86459584198958,94.39102840638424,61938,0,1.1893850111727629,99.73302163433004,2,0.9746512828885903,0,4.951544229129196,1,4.665126264509549,A,0
May 2025,Beta Shield General,1,97.40201548975705,2.0292330017026274,14,99.21369075008731,95.6951005883133,85195,0,1.126840366275844,99.25366929729606,1,0.9541642205597629,0,4.827827442514082,1,4.717225922244135,A,0
June 2025,Beta Shield General,1,97.14500819263152,2.2726666084552085,7,98.6630621575342,95.81056190520586,76144,7,1.1974201411686038,99.1063483448595,1,0.954585207362924,0,4.766772925271309,1,4.62684108693657,A,0
July 2025,Beta Shield General,1,99.15650850636621,1.8244001999512396,5,98.83516223870306,92.27182405863226,54000,0,1.2330508683338213,99.62706344882774,3,0.980122046295056,0,4.818995480586276,1,4.702601043390708,A+,0
August 2025,Beta Shield General,1,99.1594422392488,1.8298785509993716,12,98.25880018728337,94.24767568775883,55052,5,1.2417404814815693,99.5660485621019,1,0.97768515261729,0,4.967569072633033,1,4.785736512602505,A+,0
January 2024,Delta Quick Insure,0,32.79849588562788,0.889700235465853,320,29.30795979339098,28.706386675582507,194,424,5.633749704727677,66.90165255644773,111,0.2738017094217998,1,1.537106541818548,0,2.345148136939638,F,1
February 2024,Delta Quick Insure,0,38.59722540486493,0.4637172789565585,229,23.004087527799832,32.84973722899527,1497,361,14.899602323899453,66.95238428965366,138,0.17791936052891655,1,1.586841118020879,0,1.1203506184924632,F,1
March 2024,Delta Quick Insure,0,25.969478533289514,0.7247048099832505,120,31.304537507963502,39.591325318528575,1643,374,8.22353844974723,60.6360936297033,106,0.18302837131632893,1,1.74543947418433,0,1.786767084355382,F,1
April 2024,Delta Quick Insure,0,33.39290521506837,0.4750926142852014,170,23.797670969362137,29.913569558031753,999,169,13.09874445854635,70.97430618414818,115,0.07679300283494402,1,1.4316595462296795,0,1.6155952404844922,F,1
May 2024,Delta Quick Insure,0,37.33620162616559,0.78041495449456,292,24.023449288384654,35.552167505696836,459,262,7.5464065476376385,70.68847007465047,145,0.16185309170586365,1,1.1275803027955638,0,2.4735679253629095,F,1
June 2024,Delta Quick Insure,0,43.083456460698955,0.5983570284160233,324,31.916340066458627,41.55909271866863,999,289,11.815027222239292,67.11982968543973,73,0.1831543166137558,1,1.2837759057987244,0,1.1680583532520785,F,1
July 2024,Delta Quick Insure,0,33.12872927545389,0.24445828071300096,123,20.087071655309927,43.738015591441055,1819,196,12.602278598896866,77.88434525791851,149,0.11061762590868242,1,1.363082296398635,0,1.5967833985686124,F,1
August 2024,Delta Quick Insure,0,28.99555375671249,0.22577530734519397,309,13.350380711266018,23.67683702322595,380,150,10.956387406078443,62.574967965992876,87,0.11731080773734524,1,1.6459172413316012,0,2.454205649913053,F,1
September 2024,Delta Quick Insure,0,27.286011387974895,0.2936964831604432,312,10.719566907833475,43.16469062903736,1318,239,9.715761885501584,66.6019902662031,146,0.14432104077615565,1,1.5707783046689119,0,2.2982606888409705,F,1
October 2024,Delta Quick Insure,0,53.215954814061504,0.2095703753788981,232,28.878431391840476,32.30290732698845,1987,291,9.118409141472686,66.43165529360058,137,0.055017799444431595,1,1.3560967258978462,0,2.2256081064239197,F,1
November 2024,Delta Quick Insure,0,37.49917173215438,0.25275134224672363,351,25.507738783836615,26.45610970747396,1318,469,8.488682665429952,61.84581172457492,147,0.13051979139579456,1,1.9865152487929798,0,1.3868542405674098,F,1
December 2024,Delta Quick Insure,0,42.43487863542479,0.6842000780182385,151,27.60199420248059,31.478393905956533,766,187,14.29529144247826,69.62290788112587,61,0.10286200174913616,1,1.605774819356887,0,1.2563313810850987,F,1
January 2025,Delta Quick Insure,0,52.575296555066785,0.5740423925206242,153,15.324104037722769,44.50081438213692,192,442,13.306194077877292,73.75569434192167,168,0.13187433804447868,1,1.2372267917359945,0,2.0029648298866465,F,1
February 2025,Delta Quick Insure,0,27.482452601059183,0.7249375246289802,211,13.409286889669243,32.31545234982174,771,288,14.650269106665126,70.23314027094523,85,0.0799405329548128,1,1.1017824726204037,0,2.3940639836913786,F,1
March 2025,Delta Quick Insure,0,51.29984457777378,0.8392160265803499,214,10.363616641697048,28.218790257187706,160,482,6.242972234855447,63.139553654323876,73,0.2726318201849737,1,1.152859139184332,0,1.8351443395208946,F,1
April 2025,Delta Quick Insure,0,41.5476361763221,0.6096046726278304,191,18.764688970164926,35.835021357918144,733,408,12.308674752036442,67.54571930484146,118,0.19839811338851215,1,1.245957728384508,0,1.8574190342048498,F,1
May 2025,Delta Quick Insure,0,29.94502783411003,0.7082845908502937,158,24.74794217136583,26.003640469454826,1174,310,14.383404568210379,60.05190048767293,115,0.2197755797861224,1,1.1606813732595556,0,1.4199686404904264,F,1
June 2025,Delta Quick Insure,0,37.33765349756107,0.7299568414297191,273,19.806101127493307,21.8965832027166,1526,327,6.812330661656602,77.36602214071173,174,0.2472928096518346,1,1.1865670240513058,0,2.1542393997879055,F,1
July 2025,Delta Quick Insure,0,48.32806851205677,0.4644953844930505,281,20.936873050593228,23.22199304776623,1912,159,5.664962673667775,61.69034015361364,66,0.1746105497322643,1,1.285095168693847,0,1.280565622836285,F,1
August 2025,Delta Quick Insure,0,39.411102455990644,0.36875938263074226,301,32.60396736234371,23.20114597394431,1128,410,12.41120649290059,71.94556164510861,62,0.07173007202185593,1,1.1733735952947548,0,1.4855188546063656,F,1
